x,y,rho
8.874915123,41.057075500,257.000000000
9.414788246,43.194221497,978.500000000
10.992991447,44.240253448,417.000000000
9.375373840,42.735569000,950.000000000
8.714147568,41.617855072,433.500000000
8.056430817,44.988647461,139.500000000
9.253048897,42.599800110,881.500000000
8.509905815,43.815364838,543.000000000
8.148802757,42.825134277,475.000000000
8.867234230,43.424774170,773.000000000
9.251895905,41.857242584,644.000000000
9.734519005,43.466205597,958.500000000
9.829217911,43.340343475,976.000000000
9.128378868,42.675132751,875.000000000
9.090240479,42.678321838,866.500000000
8.949554443,41.311592102,367.000000000
9.940127373,42.636093140,962.000000000
8.132502556,43.500656128,443.000000000
8.855401993,43.089817047,812.500000000
10.491791725,43.166854858,849.000000000
10.902101517,41.803047180,441.000000000
10.165042877,42.353061676,848.500000000
8.891903877,42.459022522,749.500000000
9.451148033,43.094039917,985.500000000
8.597551346,43.938701630,553.500000000
10.228363037,41.501628876,482.500000000
11.250952721,44.933761597,169.500000000
10.941480637,42.857948303,666.000000000
8.691947937,44.092323303,533.000000000
9.359523773,44.260318756,622.500000000
9.970975876,44.014511108,750.500000000
10.119067192,43.744445801,829.500000000
9.773200989,44.823741913,395.000000000
9.889613152,43.439861298,951.000000000
11.645851135,41.690113068,187.500000000
8.492216110,44.007270813,483.500000000
8.589577675,44.981494904,225.500000000
9.349081993,42.290416718,822.000000000
11.685643196,44.518386841,154.500000000
11.630259514,43.943916321,273.000000000
8.901474953,44.947937012,281.500000000
9.494697571,43.840328217,837.500000000
10.709952354,42.882862091,762.000000000
10.376780510,43.960079193,689.500000000
10.139126778,41.938472748,698.500000000
10.060938835,44.364257812,581.000000000
9.068133354,42.888237000,880.500000000
9.327547073,44.887138367,355.000000000
10.434995651,43.445335388,830.500000000
8.992784500,43.577121735,789.500000000
9.088368416,43.069702148,902.000000000
9.126854897,43.714305878,803.500000000
10.339291573,42.829574585,894.500000000
10.158707619,41.944812775,699.500000000
8.271443367,43.477264404,506.000000000
9.929374695,43.672904968,884.000000000
12.145845413,43.982353210,124.500000000
8.849878311,44.154888153,556.000000000
8.446793556,42.576290131,595.500000000
9.694458961,44.751216888,422.500000000
9.017946243,42.211433411,714.500000000
9.664248466,42.374393463,886.000000000
10.889336586,41.957942963,495.000000000
8.615232468,42.600051880,668.000000000
9.264668465,44.967407227,314.000000000
10.712121964,43.125423431,760.000000000
8.537264824,43.882236481,542.500000000
8.762485504,41.493103027,396.000000000
10.950730324,43.354816437,636.000000000
10.683559418,43.356601715,754.500000000
10.619531631,42.386848450,723.500000000
8.728458405,43.719467163,664.000000000
8.959291458,42.348323822,743.000000000
9.307168007,43.055351257,961.500000000
9.408706665,41.662921906,577.500000000
9.119082451,40.814468384,201.500000000
10.387931824,41.435813904,430.500000000
8.658317566,43.090038300,725.500000000
9.023138046,44.580886841,432.500000000
8.469843864,43.304924011,626.500000000
9.723418236,41.869781494,692.000000000
10.285977364,42.866325378,912.000000000
10.534491539,43.861377716,688.000000000
11.925936699,44.374401093,126.000000000
9.393519402,42.798492432,965.000000000
10.862360001,43.693138123,611.500000000
10.402832031,41.420917511,424.000000000
9.738374710,42.299842834,873.500000000
10.042625427,42.939723969,967.500000000
10.672879219,43.355091095,761.000000000
10.549028397,42.571453094,780.000000000
8.818254471,42.627822876,755.500000000
9.745680809,43.417026520,967.500000000
12.022009850,42.995616913,210.000000000
8.806756020,42.691890717,768.500000000
