x,y,rho
8.874915123,41.057075500,34.500000000
9.414788246,43.194221497,122.500000000
10.992991447,44.240253448,53.000000000
9.375373840,42.735569000,123.000000000
8.714147568,41.617855072,60.000000000
8.056430817,44.988647461,18.500000000
9.253048897,42.599800110,113.000000000
8.509905815,43.815364838,75.000000000
8.148802757,42.825134277,70.500000000
8.867234230,43.424774170,98.500000000
9.251895905,41.857242584,85.000000000
9.734519005,43.466205597,120.500000000
9.829217911,43.340343475,122.000000000
9.128378868,42.675132751,113.500000000
9.090240479,42.678321838,113.000000000
8.949554443,41.311592102,54.000000000
9.940127373,42.636093140,119.500000000
8.132502556,43.500656128,61.500000000
8.855401993,43.089817047,105.000000000
10.491791725,43.166854858,99.500000000
10.902101517,41.803047180,46.000000000
10.165042877,42.353061676,104.000000000
8.891903877,42.459022522,99.500000000
9.451148033,43.094039917,124.000000000
8.597551346,43.938701630,74.500000000
10.228363037,41.501628876,56.500000000
11.250952721,44.933761597,19.500000000
10.941480637,42.857948303,71.000000000
8.691947937,44.092323303,72.000000000
9.359523773,44.260318756,77.500000000
9.970975876,44.014511108,94.000000000
10.119067192,43.744445801,103.000000000
9.773200989,44.823741913,48.000000000
9.889613152,43.439861298,117.000000000
11.645851135,41.690113068,18.000000000
8.492216110,44.007270813,64.500000000
8.589577675,44.981494904,28.000000000
9.349081993,42.290416718,107.500000000
11.685643196,44.518386841,18.500000000
11.630259514,43.943916321,32.500000000
8.901474953,44.947937012,32.500000000
9.494697571,43.840328217,105.500000000
10.709952354,42.882862091,87.500000000
10.376780510,43.960079193,83.500000000
10.139126778,41.938472748,85.000000000
10.060938835,44.364257812,72.000000000
9.068133354,42.888237000,115.500000000
9.327547073,44.887138367,43.500000000
10.434995651,43.445335388,94.000000000
8.992784500,43.577121735,101.000000000
9.088368416,43.069702148,114.500000000
9.126854897,43.714305878,102.000000000
10.339291573,42.829574585,106.500000000
10.158707619,41.944812775,85.500000000
8.271443367,43.477264404,68.500000000
9.929374695,43.672904968,110.500000000
12.145845413,43.982353210,14.500000000
8.849878311,44.154888153,72.000000000
8.446793556,42.576290131,82.000000000
9.694458961,44.751216888,51.500000000
9.017946243,42.211433411,91.500000000
9.664248466,42.374393463,114.500000000
10.889336586,41.957942963,51.500000000
8.615232468,42.600051880,90.000000000
9.264668465,44.967407227,36.000000000
10.712121964,43.125423431,86.000000000
8.537264824,43.882236481,74.500000000
8.762485504,41.493103027,58.000000000
10.950730324,43.354816437,68.000000000
10.683559418,43.356601715,83.500000000
10.619531631,42.386848450,84.000000000
8.728458405,43.719467163,87.000000000
8.959291458,42.348323822,97.000000000
9.307168007,43.055351257,124.000000000
9.408706665,41.662921906,77.000000000
9.119082451,40.814468384,30.000000000
10.387931824,41.435813904,50.000000000
8.658317566,43.090038300,98.000000000
9.023138046,44.580886841,54.500000000
8.469843864,43.304924011,83.000000000
9.723418236,41.869781494,90.500000000
10.285977364,42.866325378,111.500000000
10.534491539,43.861377716,80.000000000
11.925936699,44.374401093,16.500000000
9.393519402,42.798492432,126.000000000
10.862360001,43.693138123,69.000000000
10.402832031,41.420917511,49.000000000
9.738374710,42.299842834,113.000000000
10.042625427,42.939723969,116.500000000
10.672879219,43.355091095,83.500000000
10.549028397,42.571453094,95.500000000
8.818254471,42.627822876,100.000000000
9.745680809,43.417026520,120.500000000
12.022009850,42.995616913,22.500000000
8.806756020,42.691890717,103.000000000
9.299104691,43.519355774,115.000000000
8.221903801,43.101135254,72.000000000
9.919207573,43.270053864,119.500000000
9.165384293,42.799949646,117.500000000
8.338640213,42.544551849,78.000000000
9.219839096,43.453922272,113.000000000
8.606518745,43.819072723,79.500000000
11.257184982,40.967887878,15.500000000
10.188959122,43.714782715,99.500000000
9.125264168,42.640602112,112.000000000
9.629819870,42.740081787,124.000000000
9.453687668,41.361869812,59.500000000
10.915032387,44.117492676,59.500000000
8.949336052,41.571449280,65.000000000
10.283765793,42.462085724,104.500000000
9.904653549,42.718544006,121.000000000
10.454239845,43.732624054,86.500000000
9.037103653,41.654510498,69.500000000
8.179762840,43.648254395,59.500000000
8.573841095,42.531055450,87.500000000
9.166386604,42.985305786,119.000000000
7.826420784,43.226650238,48.500000000
10.286591530,43.126296997,109.000000000
9.451814651,43.135272980,124.500000000
10.161746979,40.265281677,12.500000000
11.718612671,43.427967072,36.000000000
9.110292435,42.646919250,111.500000000
10.256443024,42.921768188,111.500000000
7.732016087,45.102367401,9.500000000
9.652159691,44.058044434,94.000000000
9.070651054,44.574249268,55.000000000
