x,y,rho
8.874915123,41.057075500,69.000000000
9.414788246,43.194221497,250.000000000
10.992991447,44.240253448,109.000000000
9.375373840,42.735569000,245.500000000
8.714147568,41.617855072,114.500000000
8.056430817,44.988647461,33.000000000
9.253048897,42.599800110,228.500000000
8.509905815,43.815364838,132.000000000
8.148802757,42.825134277,124.500000000
8.867234230,43.424774170,193.500000000
9.251895905,41.857242584,169.000000000
9.734519005,43.466205597,244.000000000
9.829217911,43.340343475,251.500000000
9.128378868,42.675132751,226.000000000
9.090240479,42.678321838,223.500000000
8.949554443,41.311592102,100.500000000
9.940127373,42.636093140,249.500000000
8.132502556,43.500656128,106.500000000
8.855401993,43.089817047,205.500000000
10.491791725,43.166854858,218.000000000
10.902101517,41.803047180,102.500000000
10.165042877,42.353061676,216.500000000
8.891903877,42.459022522,190.000000000
9.451148033,43.094039917,250.500000000
8.597551346,43.938701630,135.500000000
10.228363037,41.501628876,121.500000000
11.250952721,44.933761597,41.500000000
10.941480637,42.857948303,165.000000000
8.691947937,44.092323303,131.500000000
9.359523773,44.260318756,152.000000000
9.970975876,44.014511108,191.500000000
10.119067192,43.744445801,210.500000000
9.773200989,44.823741913,96.000000000
9.889613152,43.439861298,241.500000000
11.645851135,41.690113068,43.000000000
8.492216110,44.007270813,114.000000000
8.589577675,44.981494904,50.000000000
9.349081993,42.290416718,217.000000000
11.685643196,44.518386841,38.500000000
11.630259514,43.943916321,70.500000000
8.901474953,44.947937012,66.000000000
9.494697571,43.840328217,206.500000000
10.709952354,42.882862091,194.000000000
10.376780510,43.960079193,175.500000000
10.139126778,41.938472748,181.000000000
10.060938835,44.364257812,146.000000000
9.068133354,42.888237000,225.000000000
9.327547073,44.887138367,84.000000000
10.434995651,43.445335388,207.500000000
8.992784500,43.577121735,199.000000000
9.088368416,43.069702148,225.500000000
9.126854897,43.714305878,200.000000000
10.339291573,42.829574585,230.500000000
10.158707619,41.944812775,181.500000000
8.271443367,43.477264404,121.500000000
9.929374695,43.672904968,223.500000000
12.145845413,43.982353210,34.000000000
8.849878311,44.154888153,135.000000000
8.446793556,42.576290131,149.500000000
9.694458961,44.751216888,102.000000000
9.017946243,42.211433411,184.000000000
9.664248466,42.374393463,230.000000000
10.889336586,41.957942963,118.500000000
8.615232468,42.600051880,168.000000000
9.264668465,44.967407227,72.000000000
