x,y,rho
8.874915123,41.057075500,14.830916405
9.414788246,43.194221497,31.421380997
10.992991447,44.240253448,19.839712143
9.375373840,42.735569000,30.287664413
8.714147568,41.617855072,19.317413330
8.056430817,44.988647461,14.322803497
9.253048897,42.599800110,29.354864120
8.509905815,43.815364838,25.316160202
8.148802757,42.825134277,22.274087906
8.867234230,43.424774170,29.123729706
9.251895905,41.857242584,23.712984085
9.734519005,43.466205597,31.072816849
9.829217911,43.340343475,31.054748535
9.128378868,42.675132751,29.303207397
9.090240479,42.678321838,29.157920837
8.949554443,41.311592102,17.507030487
9.940127373,42.636093140,29.248941422
8.132502556,43.500656128,22.581329346
8.855401993,43.089817047,29.091587067
10.491791725,43.166854858,27.395622253
10.902101517,41.803047180,17.668619156
10.165042877,42.353061676,26.590696335
8.891903877,42.459022522,26.957984924
9.451148033,43.094039917,31.386018753
8.597551346,43.938701630,25.453168869
10.228363037,41.501628876,19.104827881
11.250952721,44.933761597,13.490530014
10.941480637,42.857948303,22.830671310
8.691947937,44.092323303,25.264724731
9.359523773,44.260318756,26.830183029
9.970975876,44.014511108,27.976804733
10.119067192,43.744445801,28.790620804
9.773200989,44.823741913,21.445667267
9.889613152,43.439861298,30.724727631
11.645851135,41.690113068,11.341632843
8.492216110,44.007270813,24.266933441
8.589577675,44.981494904,17.531181335
9.349081993,42.290416718,27.595203400
11.685643196,44.518386841,12.705583572
11.630259514,43.943916321,15.314743996
8.901474953,44.947937012,19.200748444
9.494697571,43.840328217,29.824150085
10.709952354,42.882862091,25.079975128
10.376780510,43.960079193,26.200466156
10.139126778,41.938472748,23.500492096
10.060938835,44.364257812,25.014202118
19.858106613,8.827002525,30.936428070
20.117521286,10.825900078,18.442415237
21.224969864,9.384098053,28.599464417
19.782758713,9.515885353,28.991596222
19.878341675,9.008466721,31.071382523
19.916830063,9.653069496,28.880046844
21.129266739,8.768338203,30.143611908
20.948682785,7.883574963,26.520742416
19.061418533,9.416028023,23.424940109
20.719348907,9.611667633,29.857894897
22.935819626,9.921115875,11.141135216
19.639852524,10.093652725,24.084062576
19.236768723,8.515051842,25.244951248
20.484434128,10.689979553,20.090049744
19.807920456,8.150197983,27.915668488
20.454223633,8.313158035,30.821043015
21.679311752,7.896705151,21.725599289
19.405206680,8.538816452,26.915327072
20.054643631,10.906168938,17.484756470
21.502096176,9.064188004,27.254699707
19.327239990,9.820999146,23.930147171
19.552459717,7.431865692,20.273084641
21.740705490,9.293579102,24.567352295
21.473533630,9.295364380,27.000801086
21.409505844,8.325611115,26.629602432
19.518432617,9.658230782,26.441490173
19.749265671,8.287086487,28.418519974
20.097143173,8.994115829,32.036048889
20.198680878,7.601685524,24.675951004
19.909057617,6.753233433,14.956710815
21.177906036,7.374578953,20.647480011
19.448291779,9.028801918,27.977090836
19.813112259,10.519651413,20.880243301
19.259819031,9.243687630,25.901132584
20.513391495,7.808543205,26.927110672
21.075952530,8.805089951,30.523008347
21.324466705,9.800140381,25.549674988
22.715911865,10.313164711,11.286171913
20.183492661,8.737257004,32.140064240
21.652334213,9.631900787,24.013502121
21.192806244,7.359680653,20.425376892
20.528348923,8.238605499,30.329658508
20.832599640,8.878486633,31.799612045
21.462854385,9.293854713,27.096078873
21.339002609,8.510217667,27.983148575
19.608228683,8.566586494,28.698843002
-15.286060333,29.557973862,31.850999832
-13.009731293,29.136566162,12.260692596
