x,y,rho
8.874915123,41.057075500,31.383169174
9.414788246,43.194221497,63.561363220
10.992991447,44.240253448,39.178749084
9.375373840,42.735569000,62.245014191
8.714147568,41.617855072,40.448795319
8.056430817,44.988647461,26.369049072
9.253048897,42.599800110,60.487209320
8.509905815,43.815364838,49.430435181
8.148802757,42.825134277,44.975452423
8.867234230,43.424774170,58.000011444
9.251895905,41.857242584,49.847602844
9.734519005,43.466205597,62.461536407
9.829217911,43.340343475,62.830066681
9.128378868,42.675132751,60.132976532
9.090240479,42.678321838,59.797428131
8.949554443,41.311592102,36.978565216
9.940127373,42.636093140,60.842540741
8.132502556,43.500656128,44.473491669
8.855401993,43.089817047,58.659729004
10.491791725,43.166854858,56.403911591
10.902101517,41.803047180,38.150630951
10.165042877,42.353061676,56.019607544
8.891903877,42.459022522,55.509784698
9.451148033,43.094039917,63.761894226
8.597551346,43.938701630,49.492267609
10.228363037,41.501628876,41.137134552
11.250952721,44.933761597,25.737318039
10.941480637,42.857948303,47.919597626
8.691947937,44.092323303,48.862552643
9.359523773,44.260318756,51.917968750
9.970975876,44.014511108,55.106937408
10.119067192,43.744445801,57.505184174
9.773200989,44.823741913,40.676795959
9.889613152,43.439861298,61.965343475
11.645851135,41.690113068,24.602777481
8.492216110,44.007270813,46.989898682
8.589577675,44.981494904,32.597900391
9.349081993,42.290416718,57.469520569
11.685643196,44.518386841,24.960723877
11.630259514,43.943916321,31.022039413
8.901474953,44.947937012,35.911331177
9.494697571,43.840328217,58.841773987
10.709952354,42.882862091,52.393566132
10.376780510,43.960079193,52.011512756
10.139126778,41.938472748,50.049560547
10.060938835,44.364257812,48.552043915
9.068133354,42.888237000,60.797576904
9.327547073,44.887138367,39.302581787
10.434995651,43.445335388,56.277801514
8.992784500,43.577121735,58.501312256
9.088368416,43.069702148,61.427680969
9.126854897,43.714305878,58.513584137
10.339291573,42.829574585,58.052886963
10.158707619,41.944812775,49.988506317
8.271443367,43.477264404,47.466819763
9.929374695,43.672904968,59.767726898
12.145845413,43.982353210,21.843175888
8.849878311,44.154888153,49.911918640
8.446793556,42.576290131,49.492439270
9.694458961,44.751216888,42.379711151
9.017946243,42.211433411,53.841583252
9.664248466,42.374393463,59.150138855
10.889336586,41.957942963,40.584411621
8.615232468,42.600051880,52.705867767
9.264668465,44.967407227,37.427879333
10.712121964,43.125423431,52.728164673
8.537264824,43.882236481,49.181190491
8.762485504,41.493103027,38.707561493
10.950730324,43.354816437,47.772621155
10.683559418,43.356601715,52.731987000
10.619531631,42.386848450,50.398422241
8.728458405,43.719467163,53.837768555
8.959291458,42.348323822,55.041812897
9.307168007,43.055351257,63.127193451
9.408706665,41.662921906,46.778045654
9.119082451,40.814468384,28.169359207
10.387931824,41.435813904,38.432895660
8.658317566,43.090038300,55.626804352
9.023138046,44.580886841,44.032196045
8.469843864,43.304924011,52.014312744
9.723418236,41.869781494,51.005722046
10.285977364,42.866325378,58.904834747
10.534491539,43.861377716,51.131404877
11.925936699,44.374401093,22.696229935
9.393519402,42.798492432,62.711112976
10.862360001,43.693138123,47.447055817
10.402832031,41.420917511,38.004272461
9.738374710,42.299842834,58.026531219
10.042625427,42.939723969,61.754779816
10.672879219,43.355091095,52.923595428
10.549028397,42.571453094,53.287086487
8.818254471,42.627822876,56.112628937
20.535654068,9.355788231,62.874473572
22.811985016,8.934379578,25.717933655
19.596729279,8.630655289,59.081935883
20.089078903,9.458118439,61.361072540
19.011878967,9.039898872,48.836177826
20.709180832,9.208817482,63.172527313
19.955358505,8.738715172,63.595466614
19.128614426,8.483316422,50.128925323
20.009813309,9.392686844,61.578262329
19.396492004,9.757834435,50.023738861
22.047159195,6.906651497,22.571750641
20.978933334,9.653544426,56.052925110
19.915237427,8.579364777,62.546436310
20.419794083,8.678845406,65.047027588
20.243661880,7.300632954,43.933902740
21.705007553,10.056255341,39.465454102
19.739311218,7.510212421,45.673862457
21.073740005,8.400848389,58.272762299
20.694627762,8.657308578,63.859512329
21.244213104,9.671385765,52.415794373
19.827077866,7.593272686,48.083854675
18.969736099,9.587016106,44.554168701
19.363815308,8.469820023,54.410762787
19.956361771,8.924069405,63.783679962
18.616395950,9.165414810,39.895168304
21.076566696,9.065058708,60.116683960
20.241788864,9.074036598,64.954483032
20.951721191,6.204043865,19.920696259
22.508586884,9.366729736,30.713296890
19.900266647,8.585682869,62.448318481
21.046417236,8.860532761,60.838260651
18.521989822,11.041129112,18.719053268
20.442134857,9.996809006,53.593990326
19.860626221,10.513013840,41.205234528
20.839019775,9.585480690,58.357257843
19.507421494,10.187782288,44.524665833
21.242492676,10.278482437,42.298736572
19.924587250,8.495609283,62.060573578
22.856592178,7.916620731,21.419609070
20.416725159,10.113528252,51.320545197
20.650400162,9.559590340,60.044490814
20.153226852,9.346692085,62.819129944
19.246149063,10.634767532,33.175758362
20.434511185,8.296458244,61.987560272
21.219058990,8.515916824,57.099407196
19.218416214,7.629919052,41.428855896
21.246448517,8.817063332,57.871051788
20.418973923,10.054380417,52.501945496
19.425849915,8.245959282,53.433528900
20.167795181,9.070988655,64.725799561
20.510503769,8.689749718,64.899169922
20.491048813,8.869331360,65.330253601
19.833070755,8.163643837,57.737808228
20.827192307,8.085721970,57.217540741
19.395320892,8.664344788,56.028694153
20.395008087,11.233360291,26.981389999
19.847974777,9.919897079,52.883560181
21.299863815,7.787691593,47.078815460
21.325927734,7.792756081,46.793525696
17.893503189,9.582956314,23.244564056
18.796785355,9.427571297,42.400985718
19.868663788,10.636187553,38.612960815
21.621185303,8.523250580,49.993518829
19.864837646,7.762559414,51.625003815
20.111753464,8.696281433,64.502540588
20.187982559,9.133340836,64.516197205
21.131196976,9.326291084,57.812519073
19.788530350,7.538845062,46.680141449
21.917207718,8.287187576,42.318542480
19.900381088,8.455447197,61.527439117
18.709606171,8.498662949,41.418212891
20.073019028,9.596995354,59.541473389
21.251132965,8.980407715,57.748443604
21.484523773,9.316601753,52.126152039
20.536993027,9.137564659,64.500778198
20.362022400,8.581787109,64.580078125
20.284942627,7.848625183,55.239959717
20.833116531,7.983512878,55.610298157
21.394306183,8.727177620,55.171676636
20.602170944,9.470473289,61.389354706
21.195989609,7.406013012,41.469635010
