x,y,rho
8.874915123,41.057075500,392.189208984
9.414788246,43.194221497,1596.423461914
10.992991447,44.240253448,650.709899902
9.375373840,42.735569000,1555.053344727
8.714147568,41.617855072,675.048522949
8.056430817,44.988647461,210.754302979
9.253048897,42.599800110,1446.204833984
8.509905815,43.815364838,861.365539551
8.148802757,42.825134277,751.602539062
8.867234230,43.424774170,1248.854248047
9.251895905,41.857242584,1032.748535156
9.734519005,43.466205597,1562.654418945
9.829217911,43.340343475,1598.142700195
9.128378868,42.675132751,1427.603759766
9.090240479,42.678321838,1411.504882812
8.949554443,41.311592102,567.529418945
9.940127373,42.636093140,1574.748535156
8.132502556,43.500656128,698.277954102
8.855401993,43.089817047,1313.633300781
10.491791725,43.166854858,1384.729492188
10.902101517,41.803047180,686.073913574
10.165042877,42.353061676,1378.437500000
8.891903877,42.459022522,1214.406982422
9.451148033,43.094039917,1612.516235352
8.597551346,43.938701630,873.140075684
10.228363037,41.501628876,756.071838379
11.250952721,44.933761597,252.444976807
10.941480637,42.857948303,1067.496704102
8.691947937,44.092323303,841.449401855
9.359523773,44.260318756,991.648132324
9.970975876,44.014511108,1208.912963867
10.119067192,43.744445801,1346.548095703
9.773200989,44.823741913,620.492004395
9.889613152,43.439861298,1554.685424805
11.645851135,41.690113068,283.997589111
8.492216110,44.007270813,763.480651855
8.589577675,44.981494904,345.100372314
9.349081993,42.290416718,1341.027099609
11.685643196,44.518386841,230.169799805
11.630259514,43.943916321,416.269958496
8.901474953,44.947937012,435.441711426
9.494697571,43.840328217,1345.146606445
10.709952354,42.882862091,1235.987915039
10.376780510,43.960079193,1111.353759766
10.139126778,41.938472748,1116.964477539
10.060938835,44.364257812,927.114196777
9.068133354,42.888237000,1435.656250000
9.327547073,44.887138367,553.181579590
10.434995651,43.445335388,1351.294067383
8.992784500,43.577121735,1273.725097656
9.088368416,43.069702148,1465.454223633
9.126854897,43.714305878,1290.525512695
10.339291573,42.829574585,1464.429565430
10.158707619,41.944812775,1117.753173828
8.271443367,43.477264404,801.687927246
9.929374695,43.672904968,1436.675537109
12.145845413,43.982353210,184.105102539
8.849878311,44.154888153,880.375610352
8.446793556,42.576290131,949.506469727
9.694458961,44.751216888,666.392211914
9.017946243,42.211433411,1158.263061523
9.664248466,42.374393463,1451.250732422
10.889336586,41.957942963,775.593750000
8.615232468,42.600051880,1074.773437500
9.264668465,44.967407227,489.369689941
10.712121964,43.125423431,1233.675292969
8.537264824,43.882236481,857.363647461
8.762485504,41.493103027,615.175170898
10.950730324,43.354816437,1021.791442871
10.683559418,43.356601715,1221.676879883
10.619531631,42.386848450,1163.217773438
8.728458405,43.719467163,1058.095214844
8.959291458,42.348323822,1204.187011719
9.307168007,43.055351257,1569.205444336
9.408706665,41.662921906,920.227355957
9.119082451,40.814468384,307.368377686
10.387931824,41.435813904,669.206115723
8.658317566,43.090038300,1166.903320312
9.023138046,44.580886841,678.298095703
8.469843864,43.304924011,998.262817383
9.723418236,41.869781494,1113.439941406
10.285977364,42.866325378,1495.374145508
10.534491539,43.861377716,1105.400268555
11.925936699,44.374401093,186.128814697
9.393519402,42.798492432,1579.036987305
10.862360001,43.693138123,980.350524902
10.402832031,41.420917511,657.541687012
9.738374710,42.299842834,1423.536865234
10.042625427,42.939723969,1593.563476562
10.672879219,43.355091095,1231.833374023
10.549028397,42.571453094,1267.751708984
8.818254471,42.627822876,1223.729980469
9.745680809,43.417026520,1579.885131836
12.022009850,42.995616913,319.950164795
8.806756020,42.691890717,1241.886108398
9.299104691,43.519355774,1473.843139648
8.221903801,43.101135254,810.233703613
9.919207573,43.270053864,1596.152465820
9.165384293,42.799949646,1470.011596680
8.338640213,42.544551849,857.461608887
9.219839096,43.453922272,1454.050537109
8.606518745,43.819072723,935.747253418
11.257184982,40.967887878,188.613464355
10.188959122,43.714782715,1342.157836914
9.125264168,42.640602112,1414.561401367
9.629819870,42.740081787,1610.534179688
9.453687668,41.361869812,699.830017090
10.915032387,44.117492676,765.740722656
8.949336052,41.571449280,726.819396973
10.283765793,42.462085724,1377.011840820
9.904653549,42.718544006,1598.404174805
10.454239845,43.732624054,1215.194580078
9.037103653,41.654510498,817.470520020
8.179762840,43.648254395,695.192932129
8.573841095,42.531055450,1033.861938477
