x,y,rho
8.874915123,41.057075500,5.713558674
9.414788246,43.194221497,25.530565262
10.992991447,44.240253448,11.572525024
9.375373840,42.735569000,22.932117462
8.714147568,41.617855072,10.356916428
8.056430817,44.988647461,6.987389088
9.253048897,42.599800110,22.599473953
8.509905815,43.815364838,18.696823120
8.148802757,42.825134277,13.762232780
8.867234230,43.424774170,20.345142365
9.251895905,41.857242584,14.856840134
9.734519005,43.466205597,24.510829926
9.829217911,43.340343475,25.015304565
9.128378868,42.675132751,22.627004623
9.090240479,42.678321838,22.582256317
8.949554443,41.311592102,9.357634544
9.940127373,42.636093140,21.395809174
8.132502556,43.500656128,13.845862389
8.855401993,43.089817047,21.530544281
10.491791725,43.166854858,18.830944061
10.902101517,41.803047180,7.352552414
10.165042877,42.353061676,17.158752441
8.891903877,42.459022522,18.713785172
9.451148033,43.094039917,25.458787918
8.597551346,43.938701630,18.741590500
10.228363037,41.501628876,9.153078079
11.250952721,44.933761597,5.563927174
10.941480637,42.857948303,11.595270157
8.691947937,44.092323303,18.740587234
9.359523773,44.260318756,18.015195847
9.970975876,44.014511108,19.065212250
10.119067192,43.744445801,20.030107498
9.773200989,44.823741913,12.097767830
9.889613152,43.439861298,23.602430344
11.645851135,41.690113068,3.178101063
8.492216110,44.007270813,15.837412834
8.589577675,44.981494904,8.219116211
9.349081993,42.290416718,19.689725876
11.685643196,44.518386841,4.372669220
11.630259514,43.943916321,6.302104950
8.901474953,44.947937012,9.704213142
9.494697571,43.840328217,22.192352295
10.709952354,42.882862091,15.980195045
10.376780510,43.960079193,16.222362518
10.139126778,41.938472748,15.356826782
10.060938835,44.364257812,13.810651779
19.858106613,8.827002525,23.258354187
20.117521286,10.825900078,8.205969810
21.224969864,9.384098053,17.441493988
19.782758713,9.515885353,21.714767456
19.878341675,9.008466721,21.990785599
19.916830063,9.653069496,20.875288010
21.129266739,8.768338203,22.107990265
20.948682785,7.883574963,16.443601608
19.061418533,9.416028023,14.870159149
20.719348907,9.611667633,22.539100647
22.935819626,9.921115875,3.303807020
19.639852524,10.093652725,14.173295021
19.236768723,8.515051842,17.117670059
20.484434128,10.689979553,8.746005058
19.807920456,8.150197983,18.883602142
20.454223633,8.313158035,24.850629807
21.679311752,7.896705151,12.571868896
19.405206680,8.538816452,18.337736130
20.054643631,10.906168938,8.048944473
21.502096176,9.064188004,16.258211136
19.327239990,9.820999146,16.088329315
19.552459717,7.431865692,10.840717316
21.740705490,9.293579102,13.659574509
21.473533630,9.295364380,15.325328827
21.409505844,8.325611115,18.578519821
19.518432617,9.658230782,17.456182480
19.749265671,8.287086487,19.797773361
20.097143173,8.994115829,26.502744675
20.198680878,7.601685524,17.701894760
19.909057617,6.753233433,5.361231804
21.177906036,7.374578953,10.473206520
19.448291779,9.028801918,18.161277771
19.813112259,10.519651413,10.111090660
19.259819031,9.243687630,15.690277100
20.513391495,7.808543205,19.258796692
21.075952530,8.805089951,24.034263611
21.324466705,9.800140381,13.771232605
22.715911865,10.313164711,3.913528681
20.183492661,8.737257004,26.607688904
21.652334213,9.631900787,12.728287697
21.192806244,7.359680653,10.415391922
20.528348923,8.238605499,24.050643921
20.832599640,8.878486633,24.471403122
21.462854385,9.293854713,15.351025581
21.339002609,8.510217667,19.087339401
19.608228683,8.566586494,19.488235474
-15.286060333,29.557973862,26.245880127
-13.009731293,29.136566162,2.733923197
-16.224985123,28.832839966,22.984226227
-15.732636452,29.660305023,27.884027481
-16.809837341,29.242084503,15.425599098
-15.112533569,29.411003113,24.217586517
-15.866355896,28.940900803,27.799955368
-16.693101883,28.685503006,16.887729645
-15.811902046,29.594873428,27.930515289
-16.425222397,29.960020065,20.207378387
-13.774555206,27.108837128,2.375518799
-14.842781067,29.855730057,20.099794388
-15.906476974,28.781551361,25.582288742
-15.401920319,28.881031036,26.573635101
-15.578053474,27.502819061,10.997034073
-14.116708755,30.258441925,10.183742523
-16.082405090,27.712398529,11.899621010
-14.747975349,28.603034973,19.300350189
-15.127086639,28.859493256,24.084033966
-14.577501297,29.873571396,18.019395828
-15.994637489,27.795457840,12.859220505
-16.851978302,29.789201736,14.665346146
-16.457899094,28.672006607,19.564109802
-15.865354538,29.126255035,28.654554367
-17.205320358,29.367601395,10.620107651
-14.745148659,29.267244339,22.336727142
-15.579926491,29.276222229,27.231555939
-14.869994164,26.406229019,2.371146917
-13.313127518,29.568916321,4.637395382
-15.921448708,28.787868500,25.570211411
-14.775298119,29.062719345,22.096630096
-17.299724579,31.243314743,3.174590349
-15.379580498,30.198995590,19.788354874
-15.961090088,30.715200424,13.005900383
-14.982696533,29.787666321,23.807762146
-16.314292908,30.389966965,14.173037529
-14.579221725,30.480669022,11.905052185
-15.897128105,28.697795868,25.391288757
-12.965123177,28.118806839,3.093258142
-15.404990196,30.315713882,19.291816711
-15.171315193,29.761775970,25.011407852
-15.668489456,29.548877716,27.623582840
-16.575567245,30.836954117,7.935942650
-15.387204170,28.498643875,22.929798126
-14.602657318,28.718103409,17.207750320
-16.603298187,27.832105637,10.910241127
-11.788784981,78.195030212,24.273851395
-12.616259575,79.432342529,15.642513275
-13.609383583,77.623924255,19.676334381
-12.867437363,78.448951721,23.939414978
-12.524728775,78.067710876,28.589702606
-12.544183731,78.247291565,25.301483154
-13.202161789,77.541610718,19.526046753
-12.208041191,77.463684082,25.370956421
-13.639912605,78.042304993,18.477088928
-12.640224457,80.611320496,3.896517038
