x0,x1,weight,cluster_ids,is_seed
8.874915,41.057076,1.0,0,0
9.414788,43.19422,1.0,0,0
10.992991,44.240253,1.0,0,0
9.375374,42.73557,1.0,0,0
8.714148,41.617855,1.0,0,0
8.056431,44.988647,1.0,0,0
9.253049,42.5998,1.0,0,0
8.509906,43.815365,1.0,0,0
8.148803,42.825134,1.0,0,0
8.867234,43.424774,1.0,0,0
9.251896,41.857243,1.0,0,0
9.734519,43.466206,1.0,0,0
9.829218,43.340343,1.0,0,0
9.128379,42.675133,1.0,0,0
9.0902405,42.67832,1.0,0,0
8.949554,41.311592,1.0,0,0
9.940127,42.636093,1.0,0,0
8.132503,43.500656,1.0,0,0
8.855402,43.089817,1.0,0,0
10.491792,43.166855,1.0,0,0
10.9021015,41.803047,1.0,0,0
10.165043,42.35306,1.0,0,0
8.891904,42.459023,1.0,0,0
9.451148,43.09404,1.0,0,0
8.597551,43.9387,1.0,0,0
10.228363,41.50163,1.0,0,0
11.250953,44.93376,1.0,0,0
10.941481,42.85795,1.0,0,0
8.691948,44.092323,1.0,0,0
9.359524,44.26032,1.0,0,0
9.970976,44.01451,1.0,0,0
10.119067,43.744446,1.0,0,0
9.773201,44.823742,1.0,0,0
9.889613,43.43986,1.0,0,0
11.645851,41.690113,1.0,0,0
8.492216,44.00727,1.0,0,0
8.589578,44.981495,1.0,0,0
9.349082,42.290417,1.0,0,0
11.685643,44.518387,1.0,0,0
11.6302595,43.943916,1.0,0,0
8.901475,44.947937,1.0,0,0
9.494698,43.84033,1.0,0,0
10.709952,42.882862,1.0,0,0
10.3767805,43.96008,1.0,0,0
10.139127,41.938473,1.0,0,0
10.060939,44.364258,1.0,0,0
9.068133,42.888237,1.0,0,0
9.327547,44.88714,1.0,0,0
10.434996,43.445335,1.0,0,0
8.9927845,43.57712,1.0,0,0
9.088368,43.069702,1.0,0,0
9.126855,43.714306,1.0,0,0
10.339292,42.829575,1.0,0,0
10.158708,41.944813,1.0,0,0
8.271443,43.477264,1.0,0,0
9.929375,43.672905,1.0,0,0
12.145845,43.982353,1.0,0,0
8.849878,44.15489,1.0,0,0
8.446794,42.57629,1.0,0,0
9.694459,44.751217,1.0,0,0
9.017946,42.211433,1.0,0,0
9.664248,42.374393,1.0,0,0
10.889337,41.957943,1.0,0,0
8.615232,42.60005,1.0,0,0
9.264668,44.967407,1.0,0,0
10.712122,43.125423,1.0,0,0
8.537265,43.882236,1.0,0,0
8.7624855,41.493103,1.0,0,0
10.95073,43.354816,1.0,0,0
10.683559,43.3566,1.0,0,0
10.619532,42.38685,1.0,0,0
8.728458,43.719467,1.0,0,0
8.959291,42.348324,1.0,0,0
9.307168,43.05535,1.0,0,0
9.408707,41.66292,1.0,0,0
9.119082,40.81447,1.0,0,0
10.387932,41.435814,1.0,0,0
8.658318,43.09004,1.0,0,0
9.023138,44.580887,1.0,0,0
8.469844,43.304924,1.0,0,0
9.723418,41.86978,1.0,0,0
10.285977,42.866325,1.0,0,0
10.534492,43.861378,1.0,0,0
11.925937,44.3744,1.0,0,0
9.393519,42.798492,1.0,0,0
10.86236,43.69314,1.0,0,0
10.402832,41.420918,1.0,0,0
9.738375,42.299843,1.0,0,0
10.042625,42.939724,1.0,0,0
10.672879,43.35509,1.0,0,0
10.549028,42.571453,1.0,0,0
8.818254,42.627823,1.0,0,0
9.745681,43.417027,1.0,0,0
12.02201,42.995617,1.0,0,0
8.806756,42.69189,1.0,0,0
9.299105,43.519356,1.0,0,0
8.221904,43.101135,1.0,0,0
9.919208,43.270054,1.0,0,0
9.165384,42.79995,1.0,0,0
8.33864,42.54455,1.0,0,0
9.219839,43.453922,1.0,0,0
8.606519,43.819073,1.0,0,0
11.257185,40.967888,1.0,0,0
10.188959,43.714783,1.0,0,0
9.125264,42.640602,1.0,0,0
9.62982,42.74008,1.0,0,0
9.453688,41.36187,1.0,0,0
10.915032,44.117493,1.0,0,0
8.949336,41.57145,1.0,0,0
10.283766,42.462086,1.0,0,0
9.904654,42.718544,1.0,0,0
10.45424,43.732624,1.0,0,0
9.037104,41.65451,1.0,0,0
8.179763,43.648254,1.0,0,0
8.573841,42.531055,1.0,0,0
9.166387,42.985306,1.0,0,0
7.826421,43.22665,1.0,0,0
10.286592,43.126297,1.0,0,0
9.451815,43.135273,1.0,0,0
10.161747,40.26528,1.0,0,0
11.718613,43.427967,1.0,0,0
9.110292,42.64692,1.0,0,0
10.256443,42.92177,1.0,0,0
7.732016,45.102367,1.0,0,0
9.65216,44.058044,1.0,0,0
9.070651,44.57425,1.0,0,0
10.049045,43.646717,1.0,0,0
8.717447,44.24902,1.0,0,0
10.452519,44.339718,1.0,0,0
9.134613,42.556847,1.0,0,0
12.066617,41.977856,1.0,0,0
9.626751,44.174767,1.0,0,0
9.860426,43.620827,1.0,0,0
9.363252,43.40793,1.0,0,0
8.456174,44.696003,1.0,0,0
9.644537,42.357697,1.0,0,0
10.429084,42.577152,1.0,0,0
8.428442,41.691154,1.0,0,0
10.456474,42.8783,1.0,0,0
9.628999,44.115616,1.0,0,0
8.635875,42.307194,1.0,0,0
9.377821,43.132225,1.0,0,0
9.72053,42.750984,1.0,0,0
9.701075,42.93057,1.0,0,0
9.043097,42.22488,1.0,0,0
10.037217,42.146957,1.0,0,0
8.605346,42.725582,1.0,0,0
9.605034,45.294598,1.0,0,0
9.058001,43.981133,1.0,0,0
10.509889,41.848927,1.0,0,0
10.5359535,41.853992,1.0,0,0
7.1035285,43.64419,1.0,0,0
8.00681,43.488808,1.0,0,0
9.07869,44.697426,1.0,0,0
10.83121,42.584488,1.0,0,0
9.074863,41.823795,1.0,0,0
9.321778,42.75752,1.0,0,0
9.398007,43.194576,1.0,0,0
10.341222,43.387527,1.0,0,0
8.998557,41.600082,1.0,0,0
11.127233,42.348423,1.0,0,0
9.110407,42.516685,1.0,0,0
7.919631,42.5599,1.0,0,0
9.283045,43.65823,1.0,0,0
10.461158,43.041645,1.0,0,0
10.69455,43.37784,1.0,0,0
9.747019,43.198803,1.0,0,0
9.572047,42.643024,1.0,0,0
9.494967,41.909863,1.0,0,0
10.043142,42.04475,1.0,0,0
10.604332,42.788414,1.0,0,0
9.812196,43.53171,1.0,0,0
10.406015,41.46725,1.0,0,0
9.555798,43.918053,1.0,0,0
8.064595,43.425156,1.0,0,0
7.5071363,42.015366,1.0,0,0
9.8013315,41.381157,1.0,0,0
8.77719,41.56604,1.0,0,0
11.410835,43.202103,1.0,0,0
10.329991,42.815197,1.0,0,0
