x0,x1,x2,x3,x4,x5,x6,x7,weight
9.327547233743307,44.88713700296324,21.224969971341206,9.384098435620485,-16.038956206664377,29.718071804623037,-13.156890408118874,78.3864307146903,1.0
9.126854707086062,43.7143065694304,21.129266030943715,8.768337843801381,-14.873033419557416,28.085761104600714,-13.973815340167103,78.7939918576805,1.0
9.929374280837472,43.672904711376006,22.935819989192716,9.92111608636979,-16.18186235766322,30.295838901427075,-13.79846515797302,77.89301555160125,1.0
9.694459180140312,44.75121599613327,19.807920392280334,8.150198060720362,-15.367492656644494,28.515344326969114,-11.355921825354992,77.27466864805253,1.0
8.61523213305384,42.600053229739466,20.05464276363647,10.906168653196362,-14.3196193252933,29.266373854716413,-13.707993266291666,79.1989631328175,1.0
8.762485438075378,41.49310217770629,21.740705006681075,9.293579211304225,-14.348181308438242,29.497550266274242,-11.625727135558808,77.70357456311581,1.0
8.728457943680478,43.71946779276553,19.74926555015493,8.287086821629176,-15.724572635736404,29.19630177235628,-12.836551658714983,76.97964886299793,1.0
9.119082382632053,40.81447012225947,21.17790666535596,7.374578943772628,-16.373423471647513,29.230987692592194,-13.222120743852813,79.89761475182269,1.0
8.469843875741494,43.304924143833084,20.513392396101278,7.808543101638178,-14.745763471687308,29.007276282108972,-11.710767196247831,79.17810431037968,1.0
11.925936734745633,44.374401223920295,20.18349337638633,8.737257421803449,-14.169380536331948,29.83408634405382,-11.842426221363906,76.73764411210512,1.0
9.738374661066008,42.29984236527821,20.83259981337201,8.878486209736417,-14.35886122412647,29.496040828522524,-11.696229785352523,77.88818105968001,1.0
8.818254529546692,42.627823581281355,20.53565480046733,9.355788334934457,-13.00973118152821,29.13656546167058,-13.438502747954276,78.00861838071657,1.0
9.29910481081885,43.51935474825736,19.011878199884148,9.039898593579707,-15.112533594253685,29.411003649531498,-13.079873816426861,78.11667842667995,1.0
8.338639876482413,42.5445533911217,20.009813738312054,9.3926866456408,-16.425222564040972,29.960020715041214,-10.98807320297013,76.28461513140242,1.0
10.188959516243045,43.714781309514144,19.91523818877654,8.579364785050577,-15.401920709806017,28.881031733929493,-12.791570716508621,76.67859635008598,1.0
10.915032350248064,44.11749186652072,19.73931095512457,7.5102122715768616,-14.747975255766303,28.603034643518154,-12.340604584140719,78.03527173927085,1.0
10.45423953653513,43.732622418139904,19.82707783586519,7.59327264398432,-16.85197852955414,29.789201992438425,-13.671417005245528,77.84778380211726,1.0
9.166386747014435,42.985305978214356,18.616395408482266,9.165415196173203,-14.745149108384854,29.267244700375883,-12.793443919159971,78.45200032268474,1.0
10.161747131105074,40.26528051805725,22.508587522579468,9.366729922067302,-15.92144871460608,28.78786923814362,-11.988815970112311,78.2384962173816,1.0
7.732016317683449,45.10236613584322,20.4421345570963,9.996809311095175,-15.961089980003452,30.715199667577018,-12.19621405856922,78.9634439908914,1.0
8.717447419317988,44.2490185641666,21.24249337886356,10.278482828944373,-15.89712769186064,28.697795494870434,-10.178641049777557,77.2945843336944,1.0
9.626751084786623,44.1747646370866,20.65040018204363,9.559590279132669,-15.668489161481936,29.548878501178738,-13.789084599196816,80.01273083603414,1.0
9.644536740336374,42.35769507048705,21.219058296360686,8.515916811990822,-16.603298603621816,27.832105107533664,-11.788784594771366,78.19502671826969,1.0
9.628999225796504,44.11561708046016,19.42584940557203,8.24595884651455,-15.653919941400336,29.273174202648296,-12.524729198752079,78.06771296402604,1.0
9.701074383369296,42.93056799819273,19.83307082577698,8.163643610825298,-14.994523774495121,28.287907530335694,-13.639913006652353,78.04230790529026,1.0
9.605033769301128,45.29459677178211,19.84797493847254,9.91989732434887,-14.52185179801443,27.989877658127483,-11.7093047700589,77.17071951622263,1.0
7.103528547468203,43.64419279884328,18.796784630891054,9.42757106118529,-15.953051029956278,30.838373409521093,-11.41404834814549,77.90121435256457,1.0
9.074863174436262,41.82379587138978,20.111752582036182,8.696281104194867,-15.633733676610746,29.335526468603586,-11.90403624973262,78.70425461340913,1.0
8.9985568615585,41.60008180068232,21.917207062431245,8.287187414829438,-15.92133373215408,28.65763330103011,-14.325627297618148,77.87662615237547,1.0
9.283044971456995,43.65823157282741,21.25113236343611,8.980407488465644,-14.337191758104757,29.518787597132484,-12.498239859064054,78.51552832471418,1.0
