x0,x1,x2,x3,x4,x5,weight
9.773200806185764,44.82374376838973,20.679587307032392,9.378625962824078,-13.385889435162806,27.831063552188773,1.0
8.49221578697921,44.00726998264191,19.37955180921461,10.920257785028667,-15.682659112978808,28.431367801890463,1.0
11.685642811945328,44.51838806591832,22.420234174755343,9.882681257654761,-16.130265817273763,31.088887566430255,1.0
9.494697414513563,43.8403296702803,21.49992718210252,8.821626506288542,-14.654960761872982,30.10102928489775,1.0
10.139126316620573,41.93847248389971,20.850913388534828,10.303022496066406,-15.963607991950427,29.02918807300355,1.0
9.327547233743307,44.88713700296324,21.224969971341206,9.384098435620485,-16.038956206664377,29.718071804623037,1.0
9.088368124807568,43.06970383275825,19.916829135949893,9.653069894325876,-14.69244931560412,28.970523857753225,1.0
10.158707498126589,41.94481176575339,19.061417621623168,9.416028300643912,-15.102366636846533,29.813854050223327,1.0
12.145845560328885,43.98235276147432,19.639852988884613,10.093652887475228,-16.584947542730582,28.71723800851651,1.0
9.694459180140312,44.75121599613327,19.807920392280334,8.150198060720362,-15.367492656644494,28.515344326969114,1.0
10.88933670757145,41.95794176612048,19.40520656191767,8.538816554634941,-15.767072582911366,31.108354667148205,1.0
10.712121592390705,43.12542451586909,19.327239695498605,9.820999575780922,-16.269255479608624,27.63405151655361,1.0
10.950730577817245,43.35481588640875,21.47353403810959,9.295364252322397,-14.41220952031637,28.527797020031073,1.0
8.728457943680478,43.71946779276553,19.74926555015493,8.287086821629176,-15.724572635736404,29.19630177235628,1.0
9.40870687421146,41.66292198106588,19.909056811495883,6.753233447154949,-14.643808681191874,27.576764957724475,1.0
8.658317446036493,43.09003835374487,19.81311221793746,10.51965119478611,-16.56189704194251,29.445873482680405,1.0
9.723417967237447,41.8697797767427,21.075951874860525,8.805090268157127,-14.497249581005393,30.002326767294953,1.0
11.925936734745633,44.374401223920295,20.18349337638633,8.737257421803449,-14.169380536331948,29.83408634405382,1.0
10.402832311562536,41.42091723017307,20.528349089929836,8.238605690173687,-14.989115533175823,29.080672223688264,1.0
10.672879693557535,43.3550914896752,21.33900317643775,8.510217502643432,-16.213486388137312,28.768772920128672,1.0
9.745680371603504,43.417025010038984,22.811984165019624,8.934379447718733,-16.224985132711836,28.832840837631835,1.0
9.29910481081885,43.51935474825736,19.011878199884148,9.039898593579707,-15.112533594253685,29.411003649531498,1.0
9.165384716499581,42.79995154474789,19.12861430534624,8.483316716017182,-15.811901608235779,29.594872659592646,1.0
8.60651835364303,43.8190713761939,22.04715975882014,6.906651574365843,-14.84278140144096,29.855730648361465,1.0
9.125263759912714,42.6406014601551,20.419794636741816,8.678845719977648,-15.578053101266184,27.502818807001244,1.0
10.915032350248064,44.11749186652072,19.73931095512457,7.5102122715768616,-14.747975255766303,28.603034643518154,1.0
9.904653948785723,42.718544857338806,21.24421396539896,9.671385743035382,-15.994637510682645,27.795458657936166,1.0
8.179762388129861,43.64825265359111,19.363815956544745,8.469820245080689,-15.865354170669569,29.126255317061673,1.0
7.826420979618437,43.22665187127773,21.07656623816298,9.065058686424036,-15.579926303917533,29.276222779600005,1.0
10.161747131105074,40.26528051805725,22.508587522579468,9.366729922067302,-15.92144871460608,28.78786923814362,1.0
10.256442562814131,42.92176933544953,18.521990746547278,11.041129460738695,-15.379580789451534,30.198995325047022,1.0
9.070650937680552,44.5742503287297,20.839018903221053,9.585480433854826,-16.314293498366016,30.389967903013922,1.0
10.452518949999732,44.3397195040489,19.924587654687194,8.495609480918588,-12.96512343453512,28.118806790609675,1.0
9.626751084786623,44.1747646370866,20.65040018204363,9.559590279132669,-15.668489161481936,29.548878501178738,1.0
8.456173933729627,44.69600395410209,20.434511169200203,8.296458395382524,-14.602657050187148,28.71810282594267,1.0
8.42844231406219,41.69115576868634,21.246448367018903,8.817063161233108,-15.4027416918875,30.256566419307482,1.0
8.6358749767082,42.30719552161907,20.167795405147498,9.07098818869645,-15.31121158350964,28.891935420941312,1.0
9.701074383369296,42.93056799819273,19.83307082577698,8.163643610825298,-14.994523774495121,28.287907530335694,1.0
8.605345526274089,42.72558102335821,20.395008198164955,11.233360096677584,-15.973740408075294,30.122083338300715,1.0
10.509889119669575,41.84892831928016,21.32592819173137,7.792755959186058,-17.928212370215803,29.785142137690602,1.0
8.006810202027225,43.488807736289814,19.868664316591556,10.636187395569248,-14.200530732903053,28.725436809479834,1.0
9.074863174436262,41.82379587138978,20.111752582036182,8.696281104194867,-15.633733676610746,29.335526468603586,1.0
10.341222283193822,43.38752773147707,19.78853129042233,7.538845125577797,-13.90450828411659,28.489373428781285,1.0
9.110407185529924,42.51668396218279,18.709605664172123,8.498662595338889,-15.74869594622701,29.799180911674732,1.0
10.46115793457228,43.04164416357017,21.484523588443075,9.316601583180638,-15.284722243821616,29.339750781629444,1.0
9.572047291883544,42.64302376045045,20.284941677434805,7.848625267909369,-14.988598426902765,28.18569900240164,1.0
10.60433204953858,42.78841469432295,20.602170195978864,9.470473375660331,-14.625725667156132,27.60819920469777,1.0
9.555797109300972,43.91805218656468,18.85456939489652,9.363917074774438,-17.52460436162125,28.156315769695617,1.0
9.80133133730513,41.381158172161946,19.56716447664462,7.504801591915789,-13.620905200011501,29.343050368818556,1.0
10.329991063317612,42.815198173968746,20.199243465571573,7.360162410728343,-15.560877494966924,28.417330401519596,1.0
10.62062470975728,44.17897514114147,22.01925392990295,9.829188538840608,-15.867694069142047,28.062925627370827,1.0
10.52936396711003,43.39416609195619,18.78413676365174,9.332118392123144,-14.454520309731194,29.23774820251285,1.0
9.577647114455601,42.230224786867545,19.106140514765386,9.776934548719403,-15.57815457699077,28.945355951787526,1.0
11.495421972384076,43.72237438134309,20.923500215609874,9.118698404566612,-13.749045271453289,30.898411920747414,1.0
10.692205896944472,43.620097865881824,18.458072143122628,9.100358513612882,-15.399147086412764,29.27277584271679,1.0
10.705746872787461,40.298196107294345,19.983363160858588,9.246540954320137,-15.735885678271824,27.76191650020496,1.0
10.63166427236174,43.31474518033003,19.581570643884287,9.2914538038952,-14.447454420169265,29.18411525963058,1.0
10.56326558889594,43.11613344964556,20.157446231674417,7.817216082979463,-15.354970899190674,29.373115551376994,1.0
10.638533547052274,42.922765805996676,21.010090820549763,8.012024585645648,-16.051669288046586,29.068433314304333,1.0
8.70807232147993,43.85812111180858,21.015805543647378,9.255732363771829,-14.930136007003117,31.19986617481602,1.0
9.293836597498148,40.83643198898334,20.75197541122524,8.92603305841771,-15.786559174729465,28.199992753972452,1.0
9.323511263662796,43.219211703701724,20.049858513686235,11.389090278923124,-16.229544513852208,28.38570525062355,1.0
7.474080745450415,43.28935768950544,18.53626858652901,8.437181966004875,-15.544710666779618,28.469094647484333,1.0
11.501573462919454,44.032267665799395,21.87181209063035,8.094217780829457,-14.140446067704492,29.674823559675183,1.0
10.534106734141789,44.067312103266666,19.643911968369718,8.552318978401473,-14.40644412089061,26.523203520356287,1.0
11.276028868038148,43.59100533869148,20.50697125366854,9.197144255136548,-16.298975415528037,28.828879248742115,1.0
10.862985123685316,44.33589524681012,23.24889926689235,8.90271193309896,-15.927593099024065,28.66458864739123,1.0
8.744658910177579,42.96001851854305,20.93540764434104,8.942394318847422,-14.172693286553262,28.944606811986684,1.0
