x0,x1,x2,x3,x4,x5,x6,x7,x8,weight
10.158707498126589,41.94481176575339,19.061417621623168,9.416028300643912,-15.102366636846533,29.813854050223327,-10.099412972597557,79.29907964340637,91.81972987476169,1.0
10.879717073560796,41.72196586397238,20.091090609514062,8.908394994054744,-13.555697410569694,28.434067791282782,-13.308996286120513,78.25614763199053,92.06907381384374,1.0
10.88933670757145,41.95794176612048,19.40520656191767,8.538816554634941,-15.767072582911366,31.108354667148205,-11.533136940535737,78.44215139780114,91.50711658137568,1.0
10.60706376186649,42.03765792709434,19.00790411755116,10.164666391731677,-14.952097520294211,30.09968143711204,-12.163830094518477,79.21143076831865,92.0815265069057,1.0
8.728457943680478,43.71946779276553,19.74926555015493,8.287086821629176,-15.724572635736404,29.19630177235628,-12.836551658714983,76.97964886299793,92.08893369737297,1.0
7.539297633240517,43.66310472551109,18.950617558722026,7.872253259950925,-15.216875052958086,28.439259616939907,-10.939543152054764,77.0617432466925,92.99960296955503,1.0
9.723417967237447,41.8697797767427,21.075951874860525,8.805090268157127,-14.497249581005393,30.002326767294953,-10.319321798180809,79.69112810585234,92.3633702622634,1.0
9.523321607889017,44.13753287037101,21.20793894505137,9.616768125476968,-16.885996176529897,29.154496488932285,-13.220588656667188,78.6345247554592,92.6344017105629,1.0
10.672879693557535,43.3550914896752,21.33900317643775,8.510217502643432,-16.213486388137312,28.768772920128672,-12.499578161322939,78.73375189197104,94.9918610508967,1.0
9.720443633804301,42.081928273991124,20.206693438629387,8.513040624733282,-14.7875586584456,27.638025598886596,-12.419295753261167,78.51110669438133,92.96473313640612,1.0
9.165384716499581,42.79995154474789,19.12861430534624,8.483316716017182,-15.811901608235779,29.594872659592646,-13.638740179283412,79.13579825812594,94.22703664469722,1.0
7.692715760451411,43.464132005262,21.229583249359017,8.339199573827146,-15.666311946547859,29.045942035744265,-12.780348626863226,78.04558718736884,91.05654829387588,1.0
10.915032350248064,44.11749186652072,19.73931095512457,7.5102122715768616,-14.747975255766303,28.603034643518154,-12.340604584140719,78.03527173927085,93.42409085127603,1.0
10.45744992912095,42.31227589602032,19.169311258933718,7.393698202044294,-14.658660753111857,27.989963355547193,-12.989374101760186,77.75828611796544,92.6799848039363,1.0
7.826420979618437,43.22665187127773,21.07656623816298,9.065058686424036,-15.579926303917533,29.276222779600005,-12.083511401821369,75.58200739998931,94.68846440845654,1.0
10.15279410815287,42.38546469209688,20.161721839141173,9.470378376728563,-15.385144071253427,27.148138145549726,-10.41806488610218,78.24405949918348,93.75272481192165,1.0
9.070650937680552,44.5742503287297,20.839018903221053,9.585480433854826,-16.314293498366016,30.389967903013922,-11.79273958292671,79.65644638598096,92.10446454056427,1.0
9.281673667004156,45.341789972167845,19.492659391607226,8.840686898701055,-14.132148769616366,29.276547581046078,-11.899604067708205,77.95515112715309,93.10260798805336,1.0
8.456173933729627,44.69600395410209,20.434511169200203,8.296458395382524,-14.602657050187148,28.71810282594267,-13.816816218864252,77.0078826506184,93.42632525289598,1.0
9.603127347318676,42.90417171481546,21.630419020305034,7.849810790622632,-15.999717885083886,28.793942804149946,-12.388206158144424,78.31242870512537,92.44566490781594,1.0
9.701074383369296,42.93056799819273,19.83307082577698,8.163643610825298,-14.994523774495121,28.287907530335694,-13.639913006652353,78.04230790529026,92.57488508404204,1.0
12.019424282763152,42.33317299862767,21.495935939298267,9.723824933584007,-16.4579850874228,29.95207559073382,-13.666438387654816,75.69542791841921,93.33887162456523,1.0
