x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,weight
10.88933670757145,41.95794176612048,19.40520656191767,8.538816554634941,-15.767072582911366,31.108354667148205,-11.533136940535737,78.44215139780114,91.50711658137568,-22.467333258442913,1.0
8.762485438075378,41.49310217770629,21.740705006681075,9.293579211304225,-14.348181308438242,29.497550266274242,-11.625727135558808,77.70357456311581,91.69830925842139,-22.630101716562834,1.0
8.959291121291102,42.3483234967337,20.09714271081143,8.994115758404432,-15.623034043472545,27.803871319913203,-13.12617615029439,76.13119700419153,93.35778355123304,-24.913753890451208,1.0
8.658317446036493,43.09003835374487,19.81311221793746,10.51965119478611,-16.56189704194251,29.445873482680405,-12.521840565688995,77.18650665867476,93.2558287607376,-23.48324256606671,1.0
10.534491336678611,43.86137742844763,22.715911163609462,10.313164548815767,-15.638221970161505,28.939443435755294,-11.382898151574386,79.00986388713855,93.37268362630344,-24.928652279155298,1.0
9.738374661066008,42.29984236527821,20.83259981337201,8.878486209736417,-14.35886122412647,29.496040828522524,-11.696229785352523,77.88818105968001,91.7881058442876,-23.72174592804701,1.0
9.745680371603504,43.417025010038984,22.811984165019624,8.934379447718733,-16.224985132711836,28.832840837631835,-12.946153722107592,78.83608163018941,91.19175508576123,-23.24843424064413,1.0
9.919207323430319,43.27005431068417,19.95535914536341,8.738714869643369,-16.693101041201594,28.685502729969027,-13.025419223478217,78.77065020267739,91.57636966838393,-22.53049813313447,1.0
11.257185329956313,40.96788824947037,20.978933945106874,9.653544634409622,-15.90647715777129,28.781550799002424,-12.615438325048455,78.05680927701422,92.42353913115873,-24.98770004117444,1.0
10.915032350248064,44.11749186652072,19.73931095512457,7.5102122715768616,-14.747975255766303,28.603034643518154,-12.340604584140719,78.03527173927085,93.42409085127603,-22.616947091188457,1.0
9.037103407001359,41.654509319088845,18.96973681699369,9.58701597848658,-16.45789939000309,28.672006259032532,-13.078871785912007,78.30203286014641,90.79627229435934,-23.122917638050634,1.0
10.28659180929915,43.12629536152856,20.2417890426303,9.07403676564816,-14.869993786578931,26.40622985690457,-10.526645439210805,78.74469347910389,92.08014351781883,-23.70264961003206,1.0
10.256442562814131,42.92176933544953,18.521990746547278,11.041129460738695,-15.379580789451534,30.198995325047022,-13.17460759524589,79.89097721066176,93.01889578909812,-22.70285240036901,1.0
8.717447419317988,44.2490185641666,21.24249337886356,10.278482828944373,-15.89712769186064,28.697795494870434,-10.178641049777557,77.2945843336944,92.59660239952753,-22.174804872241765,1.0
9.860425753179799,43.620826954237195,20.153226185065897,9.346692487226894,-16.575566983954378,30.83695329294941,-12.600721792590068,77.67442195241911,93.39893518223776,-23.772416022233013,1.0
8.42844231406219,41.69115576868634,21.246448367018903,8.817063161233108,-15.4027416918875,30.256566419307482,-13.609383556218242,77.62392240355113,92.34767229102458,-23.217344645527387,1.0
9.720529334174364,42.750986082093995,20.491048812233124,8.8693313230882,-15.988644520770855,28.36582962477714,-12.20804138973756,77.46368507342042,91.575196841015,-23.623988485970155,1.0
