x0,weight
11.256779858622549,1.0
9.557542521699142,1.0
10.075768487115845,1.0
8.908605046163219,1.0
7.209710969630865,1.0
10.416319380905303,1.0
10.62713698432445,1.0
9.0205357650585,1.0
12.03245540945255,1.0
8.308335110866178,1.0
9.808459302766389,1.0
9.57551693543911,1.0
11.295479999823401,1.0
11.232059555365229,1.0
9.91764821116186,1.0
10.140863305067118,1.0
8.87491503783483,1.0
7.7819043172410165,1.0
9.414788636138791,1.0
9.919049754568924,1.0
10.992991466192665,1.0
10.965080634249354,1.0
9.37537396805699,1.0
9.460398034889607,1.0
8.714147820397852,1.0
8.342682848285968,1.0
8.05643059483993,1.0
11.713476180696734,1.0
9.25304860371329,1.0
9.324626483853757,1.0
8.509905425415017,1.0
10.540191141296853,1.0
8.148802937906993,1.0
9.549960505250974,1.0
8.867234224271268,1.0
10.149603283324206,1.0
9.25189564789607,1.0
8.582068601342531,1.0
9.734518557126288,1.0
10.191032655995361,1.0
9.82921800784811,1.0
10.065172683204725,1.0
9.128378691783979,1.0
9.399959619477805,1.0
9.090240337688993,1.0
9.403147623924403,1.0
8.94955450342049,1.0
8.036418183133266,1.0
9.940126927718696,1.0
9.360919849256682,1.0
8.132502438498898,1.0
10.225483040990717,1.0
8.8554024210817,1.0
9.814646181261082,1.0
10.491791347642481,1.0
9.891683696222355,1.0
10.902101470008244,1.0
8.527874965111291,1.0
10.165042426642492,1.0
9.07789069452463,1.0
8.891903636283061,1.0
9.183851120700528,1.0
9.451148253337571,1.0
9.818866127694688,1.0
8.597550944681586,1.0
10.663527272419131,1.0
10.228363225195404,1.0
8.22645709918772,1.0
11.250952979260543,1.0
11.658589961495526,1.0
10.941480356624595,1.0
9.582775949652593,1.0
8.6919481639544,1.0
10.81715251239608,1.0
9.359523838491764,1.0
10.985145855847371,1.0
9.970975763541803,1.0
10.739339821948656,1.0
10.119067182639345,1.0
10.469273953656892,1.0
9.773200806185764,1.0
11.548571279370778,1.0
9.889612878168563,1.0
10.164690148909646,1.0
11.645851482521199,1.0
8.414941724322498,1.0
8.49221578697921,1.0
10.732097493622955,1.0
8.589577380350784,1.0
11.706321971114235,1.0
9.349081804705197,1.0
9.015245974024186,1.0
11.685642811945328,1.0
11.243215576899368,1.0
11.630259745891513,1.0
10.66874544374033,1.0
8.901475100410241,1.0
11.672765738563978,1.0
9.494697414513563,1.0
10.56515718126134,1.0
10.709952753238692,1.0
9.60769069237411,1.0
10.376780155811023,1.0
10.68490745703147,1.0
10.139126316620573,1.0
8.663299994880749,1.0
10.060938959670999,1.0
