x,y,weight
-0.9821801900247747,-1.0977776944727804,1
0.0809234778462517,1.2298719303325518,1
-1.728588234658148,1.283720813753618,1
1.3989238715097625,-0.7367357723543175,1
-1.401639719598308,1.5051607544210597,1
0.2326075143698697,0.2978427441592102,1
-0.9033178528943444,1.177616632348906,1
0.0005834393869552,1.3696212742716734,1
1.137095267961033,-0.0822835277573947,1
0.0083417403382485,-0.3441478294993477,1
1.381720460534537,-1.3000687107474589,1
0.8810693294082131,-0.0081407455953122,1
0.6234236683907559,0.1096625365060892,1
-1.1642365419303902,-1.6102029945623944,1
-0.3772887917344675,-0.0906727234300833,1
-0.9073814633697138,0.0948781454686244,1
-1.3548846527035303,-1.3748564040375475,1
1.079682220129078,0.7108667982945378,1
1.1678036162445284,-1.1923599901062372,1
1.4534787231165802,-1.2981503657650444,1
-0.6531181835929314,-0.0017714851992656,1
-1.5108715619619444,-1.4009114793008937,1
0.1458947799129729,-0.6166105533687605,1
-0.0968638851590135,1.2452745973654449,1
0.1716594640768228,-0.8640987930821554,1
-1.549329557531034,0.4296805269404662,1
-0.435757550171962,1.2966528538952071,1
1.6913364109246836,1.697943638829707,1
1.2925112406680226,1.007074010774219,1
1.2496672313648107,0.1165952462797782,1
1.151855106376643,-0.3661520020844201,1
-1.5349585254247005,1.572445120828933,1
0.9072805452429188,-0.7639300304411117,1
-0.5689435460387685,-0.2635499230111414,1
-0.253251185661304,-0.8952616641978036,1
1.3773675443458366,0.4332843971870651,1
0.310885944522327,-0.641667503092107,1
1.7096429488218137,-1.162528930816337,1
1.2859668778611628,0.2797293578076388,1
1.3654269512344337,1.7072005470948284,1
1.5143141633484327,-1.5556953555813602,1
0.3071793670856711,1.409534192486798,1
1.43725112479049,-0.2959486488079274,1
0.943561084218846,0.3451503679651261,1
-0.1919231431255076,-1.1508349646058038,1
0.5253356120479499,-0.596420321192399,1
-1.717212075892918,0.7330604586716739,1
1.530189282541354,0.1026075920299081,1
-0.3242114453671835,-1.686285761891263,1
-0.0511869515862619,0.3138884608671975,1
0.2209722002394956,1.5921603443302643,1
0.5079741451230971,-0.7641620697861488,1
-1.6680978789727157,-1.6469422115359504,1
-0.624306744905246,0.3384208359560376,1
-1.1293365775100828,-0.1113701042497249,1
-0.9258258225307288,-0.5664038044791619,1
-1.1812069725221943,-0.9925921067721194,1
-1.377424624922068,-0.6558396117193261,1
-1.2987218430336442,-0.4257367051146432,1
1.031992873892016,-0.425282501494866,1
1.4344189811504988,-0.4517951350726941,1
-0.0602038613004661,-1.1058437236574623,1
-1.2906015261225616,-0.9944684203314496,1
0.8980249130594663,1.254806986311111,1
-0.4859087478112386,0.5747045509087453,1
-0.6209810188248733,1.0759233543805204,1
1.4215549450915934,0.9734828190321974,1
1.6148430482360137,-0.2840250222509731,1
0.1679113947617319,0.372513029327914,1
0.8503283471242461,-0.1461469899641057,1
-1.1218405723418137,1.2625389639463664,1
-1.2767010533402363,1.065983251651912,1
0.5762529643992509,1.4778418282011887,1
-0.1074436070796092,-0.5451638507648463,1
1.3038921831397037,-0.7212042525384157,1
-1.5955852984661032,-1.0344770613402892,1
1.6679787670216686,0.982850331692812,1
1.7115416232135574,-1.3684883979092894,1
-0.3435289105680822,-0.3975678115987994,1
-1.372289450256244,0.275461030691473,1
0.7543942077903382,-1.1348211836315925,1
-1.528517750445658,0.9442285795134748,1
0.3330083762476473,-1.4597852496176724,1
-1.6032225280262609,-0.1558608730804459,1
-1.6620662852084698,0.2143214381033578,1
1.5896746062956826,1.5485395826704398,1
-0.7863612203875715,-0.8121154368072407,1
-1.732075383181215,-0.2972210427988366,1
-0.8070257849859623,1.5576324149123542,1
1.1847597220331572,-1.0083103331837584,1
-0.3200070406979458,-1.1659311453619852,1
1.6672995477735832,-0.7829111724498361,1
-0.499319891648409,-1.4618792421693068,1
-0.2428165895637206,-0.1509147133043024,1
1.5021808692478067,-0.3460913429325838,1
-0.180864548000336,-1.4460919596419315,1
1.0593893725320611,-1.696904512376483,1
1.089270671040235,1.696122632491236,1
-0.2548470542300544,0.801993416063141,1
1.0872145040098922,-0.6116158751543345,1
-0.5791995741144567,0.080692561849588,1
0.6676035329843686,1.158839344282615,1
-0.2974707760030294,-0.5775250280124481,1
0.9197922272937934,0.4622390632106113,1
-1.3271034168333649,-1.234020207362648,1
-1.4713031517403947,-0.9644011770684706,1
-1.1353662730759175,0.6573144598395781,1
-0.9819324691159428,-0.6969634593142198,1
-1.692273253921336,1.4207432541747085,1
-0.7642689183333569,-1.1354269579147191,1
0.1918869029430356,-0.4274159319673354,1
