x,y,rho
8.874915123,41.057075500,8.571708679
9.414788246,43.194221497,31.242769241
10.992991447,44.240253448,12.040631294
9.375373840,42.735569000,29.742744446
8.714147568,41.617855072,13.971414566
8.056430817,44.988647461,6.983111382
9.253048897,42.599800110,28.232345581
8.509905815,43.815364838,19.887481689
8.148802757,42.825134277,16.361875534
8.867234230,43.424774170,26.540630341
9.251895905,41.857242584,20.381402969
9.734519005,43.466205597,29.957612991
9.829217911,43.340343475,30.058843613
9.128378868,42.675132751,27.969463348
9.090240479,42.678321838,27.696168900
8.949554443,41.311592102,11.920747757
9.940127373,42.636093140,28.361309052
8.132502556,43.500656128,15.843833923
8.855401993,43.089817047,26.844070435
10.491791725,43.166854858,23.458526611
10.902101517,41.803047180,11.825749397
10.165042877,42.353061676,24.601449966
8.891903877,42.459022522,24.342803955
9.451148033,43.094039917,31.307985306
8.597551346,43.938701630,20.123973846
10.228363037,41.501628876,14.167116165
11.250952721,44.933761597,5.718225002
10.941480637,42.857948303,17.503349304
8.691947937,44.092323303,19.802196503
9.359523773,44.260318756,21.322563171
9.970975876,44.014511108,23.140909195
10.119067192,43.744445801,24.774730682
9.773200989,44.823741913,12.505229950
9.889613152,43.439861298,29.155292511
11.645851135,41.690113068,4.365890980
8.492216110,44.007270813,18.359807968
8.589577675,44.981494904,9.741107941
9.349081993,42.290416718,25.816144943
11.685643196,44.518386841,5.545194626
11.630259514,43.943916321,8.326009750
8.901474953,44.947937012,10.898823738
9.494697571,43.840328217,27.201639175
10.709952354,42.882862091,20.708295822
10.376780510,43.960079193,20.140310287
10.139126778,41.938472748,20.310224533
10.060938835,44.364257812,18.039756775
9.068133354,42.888237000,28.607990265
9.327547073,44.887138367,11.982086182
10.434995651,43.445335388,23.166528702
8.992784500,43.577121735,27.172046661
9.088368416,43.069702148,29.280315399
9.126854897,43.714305878,27.275394440
10.339291573,42.829574585,25.509786606
10.158707619,41.944812775,20.258924484
8.271443367,43.477264404,17.958923340
9.929374695,43.672904968,27.133352280
12.145845413,43.982353210,4.793233395
8.849878311,44.154888153,20.520317078
8.446793556,42.576290131,19.818340302
9.694458961,44.751216888,13.631979942
9.017946243,42.211433411,23.147876740
9.664248466,42.374393463,27.111763000
10.889336586,41.957942963,13.364522934
8.615232468,42.600051880,22.175357819
9.264668465,44.967407227,10.958306313
10.712121964,43.125423431,20.540567398
8.537264824,43.882236481,19.802949905
8.762485504,41.493103027,12.878319740
10.950730324,43.354816437,16.866506577
10.683559418,43.356601715,20.277900696
10.619531631,42.386848450,20.091718674
8.728458405,43.719467163,23.300916672
8.959291458,42.348323822,24.010393143
9.307168007,43.055351257,30.765096664
9.408706665,41.662921906,18.327537537
9.119082451,40.814468384,6.985606670
10.387931824,41.435813904,12.315090179
8.658317566,43.090038300,24.258005142
9.023138046,44.580886841,15.848715782
8.469843864,43.304924011,21.351987839
9.723418236,41.869781494,21.125001907
10.285977364,42.866325378,26.206892014
10.534491539,43.861377716,19.256492615
11.925936699,44.374401093,4.871188164
9.393519402,42.798492432,30.175361633
10.862360001,43.693138123,16.544328690
10.402832031,41.420917511,12.036315918
9.738374710,42.299842834,26.238264084
10.042625427,42.939723969,28.836009979
10.672879219,43.355091095,20.424800873
10.549028397,42.571453094,22.037155151
8.818254471,42.627822876,24.761999130
20.535654068,9.355788231,29.963918686
22.811985016,8.934379578,5.024532318
19.596729279,8.630655289,27.505060196
20.089078903,9.458118439,29.140413284
19.011878967,9.039898872,18.977064133
20.709180832,9.208817482,30.145929337
19.955358505,8.738715172,31.402374268
19.128614426,8.483316422,19.922595978
20.009813309,9.392686844,29.457109451
19.396492004,9.757834435,19.870670319
22.047159195,6.906651497,3.429984808
