x,y,rho
8.874915123,41.057075500,4.023061275
9.414788246,43.194221497,15.095458984
10.992991447,44.240253448,6.241848946
9.375373840,42.735569000,14.141745567
8.714147568,41.617855072,6.456770420
8.056430817,44.988647461,3.969642639
9.253048897,42.599800110,13.451065063
8.509905815,43.815364838,10.607114792
8.148802757,42.825134277,8.095933914
8.867234230,43.424774170,13.580180168
9.251895905,41.857242584,9.496434212
9.734519005,43.466205597,14.590448380
9.829217911,43.340343475,14.475297928
9.128378868,42.675132751,13.439606667
9.090240479,42.678321838,13.335859299
8.949554443,41.311592102,5.499977112
9.940127373,42.636093140,13.192409515
8.132502556,43.500656128,8.286222458
8.855401993,43.089817047,13.433075905
10.491791725,43.166854858,11.331411362
10.902101517,41.803047180,4.798310757
10.165042877,42.353061676,11.206828117
8.891903877,42.459022522,11.682248116
9.451148033,43.094039917,15.016011238
8.597551346,43.938701630,10.773655891
10.228363037,41.501628876,6.233087063
11.250952721,44.933761597,3.256071091
10.941480637,42.857948303,7.997633457
8.691947937,44.092323303,10.670796394
9.359523773,44.260318756,11.685304642
9.970975876,44.014511108,12.009733200
10.119067192,43.744445801,12.441153526
9.773200989,44.823741913,7.467908859
9.889613152,43.439861298,14.155893326
11.645851135,41.690113068,1.946521282
8.492216110,44.007270813,9.860869408
8.589577675,44.981494904,5.404503822
9.349081993,42.290416718,12.166494370
11.685643196,44.518386841,3.075852871
11.630259514,43.943916321,4.023650646
8.901474953,44.947937012,6.220480442
9.494697571,43.840328217,13.932635307
10.709952354,42.882862091,9.650790215
10.376780510,43.960079193,10.369441032
10.139126778,41.938472748,9.124164581
10.060938835,44.364257812,9.829421043
19.858106613,8.827002525,14.677113533
20.117521286,10.825900078,4.846571445
21.224969864,9.384098053,11.706299782
19.782758713,9.515885353,13.241164207
19.878341675,9.008466721,14.904054642
19.916830063,9.653069496,13.246679306
21.129266739,8.768338203,13.607138634
20.948682785,7.883574963,11.159724236
19.061418533,9.416028023,8.535134315
20.719348907,9.611667633,13.645373344
22.935819626,9.921115875,2.666707516
19.639852524,10.093652725,9.417591095
19.236768723,8.515051842,10.145785332
20.484434128,10.689979553,5.564257145
19.807920456,8.150197983,12.210699081
20.454223633,8.313158035,14.437945366
21.679311752,7.896705151,7.912091255
19.405206680,8.538816452,11.348908424
20.054643631,10.906168938,4.435799599
21.502096176,9.064188004,10.648604393
19.327239990,9.820999146,9.221289635
19.552459717,7.431865692,6.933172226
21.740705490,9.293579102,8.555156708
21.473533630,9.295364380,10.242592812
21.409505844,8.325611115,11.267501831
19.518432617,9.658230782,11.028439522
19.749265671,8.287086487,12.578576088
20.097143173,8.994115829,15.910133362
20.198680878,7.601685524,9.853513718
19.909057617,6.753233433,3.705933094
21.177906036,7.374578953,6.983261585
19.448291779,9.028801918,11.962304115
19.813112259,10.519651413,6.886640549
19.259819031,9.243687630,10.275191307
20.513391495,7.808543205,11.363212585
21.075952530,8.805089951,13.938684464
21.324466705,9.800140381,9.381799698
22.715911865,10.313164711,2.252386570
20.183492661,8.737257004,15.817533493
21.652334213,9.631900787,8.110577583
21.192806244,7.359680653,6.833232880
20.528348923,8.238605499,14.018831253
20.832599640,8.878486633,15.280269623
21.462854385,9.293854713,10.320495605
21.339002609,8.510217667,12.094884872
19.608228683,8.566586494,12.721454620
-15.286060333,29.557973862,15.626514435
-13.009731293,29.136566162,2.202277899
-16.224985123,28.832839966,14.251226425
-15.732636452,29.660305023,16.078205109
-16.809837341,29.242084503,10.646936417
-15.112533569,29.411003113,15.176953316
-15.866355896,28.940900803,15.959287643
-16.693101883,28.685503006,10.399841309
-15.811902046,29.594873428,16.229795456
-16.425222397,29.960020065,11.868371010
-13.774555206,27.108837128,1.278859615
-14.842781067,29.855730057,12.732336998
-15.906476974,28.781551361,15.222522736
-15.401920319,28.881031036,15.565694809
-15.578053474,27.502819061,6.312067986
-14.116708755,30.258441925,6.400916576
-16.082405090,27.712398529,7.291965961
-14.747975349,28.603034973,11.459404945
-15.127086639,28.859493256,14.566211700
-14.577501297,29.873571396,11.124963760
-15.994637489,27.795457840,8.109588623
-16.851978302,29.789201736,9.273792267
-16.457899094,28.672006607,12.058396339
-15.865354538,29.126255035,16.441350937
-17.205320358,29.367601395,6.732268333
-14.745148659,29.267244339,13.329223633
-15.579926491,29.276222229,16.613031387
-14.869994164,26.406229019,1.133912802
-13.313127518,29.568916321,3.569534779
-15.921448708,28.787868500,15.217182159
-14.775298119,29.062719345,13.271138191
-17.299724579,31.243314743,2.002586126
-15.379580498,30.198995590,12.917775154
-15.961090088,30.715200424,8.090545654
-14.982696533,29.787666321,13.709655762
-16.314292908,30.389966965,9.415919304
-14.579221725,30.480669022,7.720579624
-15.897128105,28.697795868,14.819290161
-12.965123177,28.118806839,1.663576603
-15.404990196,30.315713882,12.107459068
-15.171315193,29.761775970,14.625923157
-15.668489456,29.548877716,16.398916245
-16.575567245,30.836954117,5.076977253
-15.387204170,28.498643875,13.724328041
-14.602657318,28.718103409,11.058668137
-16.603298187,27.832105637,6.308863163
-11.788784981,78.195030212,14.113955498
-12.616259575,79.432342529,9.291013718
-13.609383583,77.623924255,11.274482727
-12.867437363,78.448951721,15.433524132
-12.524728775,78.067710876,16.792877197
-12.544183731,78.247291565,16.514318466
-13.202161789,77.541610718,13.606479645
-12.208041191,77.463684082,14.930998802
-13.639912605,78.042304993,11.753682137
-12.640224457,80.611320496,2.401510477
-13.187257767,79.297859192,8.899190903
-11.735369682,77.165657043,10.973755836
-11.709304810,77.170722961,10.846193314
-15.141730309,78.960922241,1.842314482
-14.238448143,78.805534363,5.841659546
-13.166568756,80.014152527,4.368646145
-11.414048195,77.901214600,11.441813469
