x,y,rho
8.874915123,41.057075500,134.185028076
9.414788246,43.194221497,495.887390137
10.992991447,44.240253448,207.625076294
9.375373840,42.735569000,483.513580322
8.714147568,41.617855072,217.377258301
8.056430817,44.988647461,66.155830383
9.253048897,42.599800110,456.978485107
8.509905815,43.815364838,273.547332764
8.148802757,42.825134277,245.602249146
8.867234230,43.424774170,396.994232178
9.251895905,41.857242584,326.563934326
9.734519005,43.466205597,484.862609863
9.829217911,43.340343475,495.858184814
9.128378868,42.675132751,447.640350342
9.090240479,42.678321838,442.030090332
8.949554443,41.311592102,185.407241821
9.940127373,42.636093140,484.761138916
8.132502556,43.500656128,221.467132568
8.855401993,43.089817047,413.359436035
10.491791725,43.166854858,428.225616455
10.902101517,41.803047180,217.353286743
10.165042877,42.353061676,428.552062988
8.891903877,42.459022522,384.319732666
9.451148033,43.094039917,501.870574951
8.597551346,43.938701630,273.580413818
10.228363037,41.501628876,241.454467773
11.250952721,44.933761597,80.471061707
10.941480637,42.857948303,330.840270996
8.691947937,44.092323303,265.670135498
9.359523773,44.260318756,315.853820801
9.970975876,44.014511108,380.404388428
10.119067192,43.744445801,421.632934570
9.773200989,44.823741913,197.069396973
9.889613152,43.439861298,483.223236084
11.645851135,41.690113068,91.092041016
8.492216110,44.007270813,242.835540771
8.589577675,44.981494904,107.623435974
9.349081993,42.290416718,422.279846191
11.685643196,44.518386841,76.099021912
11.630259514,43.943916321,133.317062378
8.901474953,44.947937012,136.043670654
9.494697571,43.840328217,418.229095459
10.709952354,42.882862091,384.700073242
10.376780510,43.960079193,352.367095947
10.139126778,41.938472748,350.307098389
10.060938835,44.364257812,295.928375244
9.068133354,42.888237000,451.846771240
9.327547073,44.887138367,172.907150269
10.434995651,43.445335388,419.140045166
8.992784500,43.577121735,403.632995605
9.088368416,43.069702148,457.832000732
9.126854897,43.714305878,404.664093018
10.339291573,42.829574585,454.347839355
10.158707619,41.944812775,349.995819092
8.271443367,43.477264404,255.349853516
9.929374695,43.672904968,448.558624268
12.145845413,43.982353210,60.156620026
8.849878311,44.154888153,279.955902100
8.446793556,42.576290131,303.917724609
9.694458961,44.751216888,212.745346069
9.017946243,42.211433411,368.283630371
9.664248466,42.374393463,454.572784424
10.889336586,41.957942963,245.656875610
8.615232468,42.600051880,343.201416016
9.264668465,44.967407227,154.539916992
10.712121964,43.125423431,384.504272461
